scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,verify,params,hypothesis
S030tcprr.perm__db_read_p25,S,db_read_p25,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__db_read_p50,S,db_read_p50,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__db_read_p75,S,db_read_p75,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__db_parse,S,db_parse,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__db_parse_p25,S,db_parse_p25,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__db_parse_p50,S,db_parse_p50,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__db_parse_p75,S,db_parse_p75,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__epg_index,S,epg_index,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__epg_index_p25,S,epg_index_p25,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__epg_index_p50,S,epg_index_p50,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__epg_index_p75,S,epg_index_p75,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__epg_text,S,epg_text,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__epg_reserve,S,epg_reserve,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__hub_conn1,S,hub_conn1,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__hub_conn2,S,hub_conn2,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__hub_conn3,S,hub_conn3,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__hub_conn4,S,hub_conn4,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__hub_subscribed,S,hub_subscribed,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__tcp_conn,S,tcp_conn,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__timer_armed,S,timer_armed,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__db_watch,S,db_watch,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__ready,S,ready,permissive,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__steady,S,steady,permissive,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·permissive] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__init,S,init,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_open,S,db_open,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_read,S,db_read,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_read_p25,S,db_read_p25,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_read_p50,S,db_read_p50,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_read_p75,S,db_read_p75,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_parse,S,db_parse,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_parse_p25,S,db_parse_p25,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_parse_p50,S,db_parse_p50,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__db_parse_p75,S,db_parse_p75,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__epg_index,S,epg_index,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__epg_index_p25,S,epg_index_p25,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__epg_index_p50,S,epg_index_p50,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__epg_index_p75,S,epg_index_p75,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__epg_text,S,epg_text,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__epg_reserve,S,epg_reserve,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S031tcpst.stri__hub_conn1,S,hub_conn1,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__hub_conn2,S,hub_conn2,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__hub_conn3,S,hub_conn3,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__hub_conn4,S,hub_conn4,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__hub_subscribed,S,hub_subscribed,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__tcp_conn,S,tcp_conn,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__timer_armed,S,timer_armed,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__db_watch,S,db_watch,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__ready,S,ready,strict,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S031tcpst.stri__steady,S,steady,strict,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,"[tcpst 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S032tcpst.ext___init,S,init,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_open,S,db_open,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_read,S,db_read,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_read_p25,S,db_read_p25,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_read_p50,S,db_read_p50,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_read_p75,S,db_read_p75,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_parse,S,db_parse,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_parse_p25,S,db_parse_p25,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_parse_p50,S,db_parse_p50,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S032tcpst.ext___db_parse_p75,S,db_parse_p75,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp stream,[tcpst 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
